,Region,Country,Indicator,Input,Date,Unnamed: 5,rank
1362,Asia-Pacific,Sri Lanka,Operationality of the National Preventive Mechanism ,,2022-01-01,,67
1363,Asia-Pacific,Tajikistan,Operationality of the National Preventive Mechanism ,,,,130
1364,Asia-Pacific,Thailand,Operationality of the National Preventive Mechanism ,,,,81
1365,Asia-Pacific,Timor-Leste,Operationality of the National Preventive Mechanism ,,,,86
1366,Asia-Pacific,Tonga,Operationality of the National Preventive Mechanism ,,,,196
1367,Asia-Pacific,Turkmenistan,Operationality of the National Preventive Mechanism ,,,,113
1368,Asia-Pacific,Tuvalu,Operationality of the National Preventive Mechanism ,,,,187
1369,Asia-Pacific,Uzbekistan,Operationality of the National Preventive Mechanism ,,,,131
1370,Asia-Pacific,Vanuatu,Operationality of the National Preventive Mechanism ,,,,181
1371,Asia-Pacific,Viet Nam,Operationality of the National Preventive Mechanism ,,,,141
1372,Americas,Antigua and Barbuda,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,161
1373,Americas,Argentina,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999-01-01,,3
1374,Americas,Bahamas,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,155
1375,Americas,Barbados,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,182
1376,Americas,Belize,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,124
1377,Americas,Bolivia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2000-01-01,,46
1378,Americas,Brazil,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,26
1379,Americas,Canada,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999-01-01,,117
1380,Americas,Chile,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2012-01-01,,37
1381,Americas,Colombia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2001-01-01,,102
1382,Americas,Costa Rica,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999-01-01,,50
1383,Americas,Cuba,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,103
1384,Americas,Dominica,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,186
1385,Americas,Dominican Republic,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,143
1386,Americas,Ecuador,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2009-01-01,,20
1387,Americas,El Salvador,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2006-01-01,,100
1388,Americas,Grenada,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,177
1389,Americas,Guatemala,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2000-01-01,,49
1390,Americas,Guyana,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,133
1391,Americas,Haiti,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2013-01-01,,166
1392,Americas,Honduras,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2019-01-01,,10
1393,Americas,Jamaica,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,180
1394,Americas,Mexico,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999-01-01,,15
1395,Americas,Nicaragua,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,48
1396,Americas,Panama,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,58
1397,Americas,Paraguay,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,47
1398,Americas,Peru,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999-01-01,,17
1399,Americas,Saint Kitts and Nevis,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,152
1400,Americas,Saint Lucia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,176
1401,Americas,Saint Vicent and the Grenadines,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,172
1402,Americas,Suriname,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,162
1403,Americas,Trindad and Tobago,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,190
1404,Americas,United States,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,146
1405,Americas,Uruguay,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2016-01-01,,43
1406,Americas,Venezuela,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,126
1407,Africa,Algeria,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,120
1408,Africa,Angola,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,135
1409,Africa,Benin,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2022-01-01,,66
1410,Africa,Botswana,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,119
1411,Africa,Burkina Faso,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,33
1412,Africa,Burundi,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2021-01-01,,55
1413,Africa,Cabo Verde,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,34
1414,Africa,Cameroon,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2010-01-01,,95
1415,Africa,Central African Republic,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,142
1416,Africa,Chad,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,122
1417,Africa,Comoros,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,156
1418,Africa,Congo,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,144
1419,Africa,Cote d'Ivoire,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2020-01-01,,88
1420,Africa,Maldives,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,25
1421,Africa,Democratic Republic of the Congo,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2018-01-01,,73
1422,Africa,Djibouti,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,148
1423,Africa,Equatorial Guinea,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,168
1424,Africa,Eritrea,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,154
1425,Africa,Ethiopia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2021-01-01,,104
1426,Africa,Gabon,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,90
1427,Africa,Gambia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2022-01-01,,118
1428,Africa,Ghana,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2001-01-01,,83
1429,Africa,Guinea,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,125
1430,Africa,Guinea-Bissau,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,167
1431,Africa,Kenya,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2005-01-01,,94
1432,Africa,Lesotho,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,173
1433,Africa,Liberia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2017-01-01,,107
1434,Africa,Madagascar,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2019-01-01,,11
1435,Africa,Malawi,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2000-01-01,,149
1436,Africa,Mali,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2022-01-01,,54
1437,Africa,Mauritania,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2020-01-01,,2
1438,Africa,Mozambique,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,84
1439,Africa,Namibia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2003-01-01,,82
1440,Africa,Niger,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,106
1441,Africa,Nigeria,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2011-01-01,,64
1442,Africa,Rwanda,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2001-01-01,,16
1443,Africa,Sao Tome and Principe,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,140
1444,Africa,Senegal,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,77
1445,Africa,Seychelles,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,139
1446,Africa,Sierra Leone,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2011-01-01,,112
1447,Africa,Somalia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,136
1448,Africa,South Sudan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,145
1449,Africa,Sudan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,151
1450,Africa,Swaziland,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,157
1451,Africa,Uganda,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2000-01-01,,91
1452,Africa,United Republic of Tanzania,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2003-01-01,,170
1453,Africa,Zambia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2003-01-01,,108
1454,Africa,Zimbabwe,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1905-07-08,,165
1455,Africa,Mauritius,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,44
1456,Africa,South Africa,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999-01-01,,12
1457,Africa,Togo,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999-01-01,,13
1458,Europe,Albania,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2003-01-01,,7
1459,Europe,Andorra,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,99
1460,Europe,Austria,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2022-01-01,,32
1461,Europe,Armenia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2003-01-01,,59
1462,Europe,Belarus,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,114
1463,Europe,Belgium,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,89
1464,Europe,Bulgaria,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2011-01-01,,27
1465,Europe,Croatia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2008-01-01,,6
1466,Europe,Cyprus,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2022-01-01,,1
1467,Europe,France,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999-01-01,,63
1468,Europe,Czech Republic,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,51
1469,Europe,Denmark,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2007-01-01,,52
1470,Europe,Estonia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2020-01-01,,8
1471,Europe,Finland,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2014-01-01,,18
1472,Europe,Georgia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2007-01-01,,22
1473,Europe,Germay,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2001-01-01,,62
1474,Europe,Greece,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2000-01-01,,14
1475,Europe,Holy See,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,127
1476,Europe,Hungary,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,85
1477,Europe,Iceland,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,56
1478,Europe,Italy,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,60
1479,Europe,Ireland,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2015-01-01,,110
1480,Europe,Latvia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,35
1481,Europe,Liechenstein,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,70
1482,Europe,Lithuania,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2017-01-01,,5
1483,Europe,Luxembourg,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2009-01-01,,39
1484,Europe,North Macedonia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,31
1485,Europe,Romania,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,24
1486,Europe,San Marino,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,169
1487,Europe,Serbia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2010-01-01,,28
1488,Europe,Slovakia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,80
1489,Europe,Slovenia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2020-01-01,,9
1490,Europe,Spain,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2000-01-01,,21
1491,Europe,Sweden,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,87
1492,Europe,Switzerland,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,53
1493,Europe,United Kingdom,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2006-01-01,,23
1494,Europe,Malta,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,79
1495,Europe,Monaco,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,121
1496,Europe,Montenegro,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,36
1497,Europe,Netherlands,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2014-01-01,,45
1498,Europe,Norway,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2017-01-01,,42
1499,Europe,Poland,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999-01-01,,29
1500,Europe,Portugal,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999-01-01,,19
1501,Europe,Republic of Moldova,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2018-01-01,,4
1502,Europe,Russia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,150
1503,Europe,Turkey,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,76
1504,Europe,Ukraine,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2019-01-01,,40
1505,Middle East,Barhrain,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,115
1506,Middle East,Egypt,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2006-01-01,,97
1507,Middle East,Iran,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,188
1508,Middle East,Iraq,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2021-01-01,,105
1509,Middle East,Israel,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,174
1510,Middle East,Jordan,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2007-01-01,,74
1511,Middle East,Kuwait,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,147
1512,Middle East,Lebanon,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,71
1513,Middle East,Libya,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,175
1514,Middle East,Morocco,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999-01-01,,41
1515,Middle East,State of Palestine,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2005-01-01,,72
1516,Middle East,Oman,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,153
1517,Middle East,Qatar,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2009-01-01,,98
1518,Middle East,Saudi Arabia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,128
1519,Middle East,Syria ,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,129
1520,Middle East,Tunisia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,75
1521,Middle East,United Arab Emirates,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,123
1522,Middle East,Yemen,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,111
1523,Asia-Pacific,Afghanistan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,68
1524,Asia-Pacific,Australia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999-01-01,,57
1525,Asia-Pacific,Azerbaijan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,78
1526,Asia-Pacific,Bangladesh,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,137
1527,Asia-Pacific,Bhutan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,160
1528,Asia-Pacific,Brunei Darussalam,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,191
1529,Asia-Pacific,Cambodia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,92
1530,Asia-Pacific,China,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,159
1531,Asia-Pacific,Cook Islands,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,192
1532,Asia-Pacific,Fiji,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,158
1533,Asia-Pacific,Democratic People's Republic of Korea,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2004-01-01,,183
1534,Asia-Pacific,India,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999-01-01,,184
1535,Asia-Pacific,Indonesia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2000-01-01,,116
1536,Asia-Pacific,Japan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,132
1537,Asia-Pacific,Kazakhstan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,65
1538,Asia-Pacific,Kiribati,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,134
1539,Asia-Pacific,Kyrgyzstan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,69
1540,Asia-Pacific,Lao People's Democratic Republic,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,179
1541,Asia-Pacific,Marshall Islands,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,163
1542,Asia-Pacific,Malaysia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2002-01-01,,171
1543,Asia-Pacific,Micronesia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,193
1544,Asia-Pacific,Mongolia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2002-01-01,,38
1545,Asia-Pacific,Myanmar,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,189
1546,Asia-Pacific,Nauru,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,109
1547,Asia-Pacific,Nepal,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2001-01-01,,93
1548,Asia-Pacific,New Zealand,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999-01-01,,30
1549,Asia-Pacific,Niue,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,194
1550,Asia-Pacific,Palau,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,185
1551,Asia-Pacific,Papua New Guinea,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,178
1552,Asia-Pacific,Pakistan,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1905-07-16,,96
1553,Asia-Pacific,Philippines,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999-01-01,,61
1554,Asia-Pacific,Republic of Korea,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2004-01-01,,101
1555,Asia-Pacific,Samoa,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2016-01-01,,138
1556,Asia-Pacific,Solomon Islands,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,164
1557,Asia-Pacific,Singapore,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,195
1558,Asia-Pacific,Sri Lanka,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,67
1559,Asia-Pacific,Tajikistan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,130
1560,Asia-Pacific,Thailand,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2004-01-01,,81
1561,Asia-Pacific,Timor-Leste,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2008-01-01,,86
1562,Asia-Pacific,Tonga,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,196
1563,Asia-Pacific,Turkmenistan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,113
1564,Asia-Pacific,Tuvalu,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,187
1565,Asia-Pacific,Uzbekistan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,131
1566,Asia-Pacific,Vanuatu,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,181
1567,Asia-Pacific,Viet Nam,Existence of National Human Rights Institution that fully complies with Paris Principles,No,,,141
